"","rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
"7724",136195260,"B (Attitudes to the CJS)","Female",6,NA,1,2,5,"45-54",1,"Apprenticeship or A/AS level","Rural",2,NA,0.494143575429916,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,0,3,3,3,NA
"7725",136513050,"A (Experience of the police)","Male",7,NA,2,1,1,"75+",1,"Degree or diploma","Urban",5,NA,0.6966233253479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,0.792877018451691
"7726",136337020,"B (Attitudes to the CJS)","Female",5,NA,1,4,2,"35-44",1,"Degree or diploma","Rural",3,NA,0.507641315460205,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"7727",136792040,"D (Online security)","Female",6,NA,2,1,6,"65-74",1,"None","Urban",3,NA,0.317244291305542,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"7728",136524220,"B (Attitudes to the CJS)","Male",5,NA,2,1,1,"75+",1,"None","Urban",3,NA,0.873532474040985,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"7729",137211130,"A (Experience of the police)","Male",1,2,1,4,2,"25-34",1,"Degree or diploma","Rural",3,NA,1.05572712421417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,-0.714335262775421
"7730",136203120,"D (Online security)","Female",4,NA,1,4,3,"16-24",1,"O level/GCSE","Urban",3,NA,1.16312849521637,13,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,NA
"7731",136254060,"B (Attitudes to the CJS)","Male",7,NA,2,1,1,"55-64",1,"None","Urban",2,NA,0.723985612392426,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"7732",136565260,"B (Attitudes to the CJS)","Female",6,NA,1,2,2,"35-44",1,"Apprenticeship or A/AS level","Urban",3,NA,1.1251208782196,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,3,3,NA
"7733",136317310,"C (Crime preventing)","Male",4,NA,2,1,5,"55-64",1,"Apprenticeship or A/AS level","Urban",3,NA,0.567779362201691,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not very worried","Fairly Worried","Fairly Worried",0.895515918731689,0,4,4,4,NA
"7734",136291260,"B (Attitudes to the CJS)","Male",7,NA,2,1,1,"65-74",1,"None","Urban",1,NA,1.03507161140442,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,3,3,NA
"7735",136630030,"C (Crime preventing)","Female",5,NA,2,1,1,"65-74",1,"Apprenticeship or A/AS level","Urban",3,NA,1.07591366767883,NA,NA,NA,NA,"Not very worried","Fairly Worried",NA,NA,"Fairly Worried","Fairly Worried","Not at all worried",0.639605402946472,0,4,4,4,NA
"7736",136849080,"D (Online security)","Male",7,NA,1,4,1,"55-64",1,"Apprenticeship or A/AS level","Urban",1,NA,2.65573477745056,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,NA
"7737",136690210,"A (Experience of the police)","Male",6,NA,2,2,4,"45-54",4,"Degree or diploma","Urban",1,NA,0.628761827945709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"7738",147364230,"C (Crime preventing)","Female",6,NA,1,4,3,"25-34",1,"Apprenticeship or A/AS level","Urban",NA,1,0.581746876239777,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,0,5,4,5,NA
"7739",147604060,"B (Attitudes to the CJS)","Male",5,NA,1,4,1,"35-44",3,"Degree or diploma","Urban",3,NA,1.01155149936676,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,1,3,3,3,NA
"7740",136216230,"C (Crime preventing)","Female",5,NA,1,2,1,"25-34",1,"Degree or diploma","Urban",5,NA,0.629722237586975,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,1,4,4,4,NA
"7741",147321020,"B (Attitudes to the CJS)","Female",5,NA,2,1,1,"65-74",1,"O level/GCSE","Urban",1,NA,1.00631582736969,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,0,4,4,4,NA
"7742",136512250,"A (Experience of the police)","Female",7,NA,1,2,1,"25-34",1,"O level/GCSE","Rural",2,NA,0.714782178401947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,2.30469083786011
"7743",136074140,"B (Attitudes to the CJS)","Female",7,NA,1,1,1,"65-74",1,"None","Urban",2,NA,1.62818717956543,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"7744",135634120,"D (Online security)","Female",5,NA,1,4,1,"25-34",1,"Other","Urban",5,NA,1.25259435176849,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"7745",136892190,"C (Crime preventing)","Female",7,NA,1,1,1,"65-74",1,"None","Urban",5,NA,1.1572300195694,NA,NA,NA,NA,"Very Worried","Very Worried",NA,NA,"Fairly Worried","Very Worried","Very Worried",2.63429379463196,0,3,3,4,NA
"7746",136635190,"C (Crime preventing)","Female",5,NA,2,4,4,"35-44",3,"None","Urban",3,NA,0.538959681987762,NA,NA,NA,NA,"Fairly Worried","Fairly Worried",NA,NA,"Very Worried","Fairly Worried","Fairly Worried",1.74012422561646,0,4,4,4,NA
"7747",147637330,"A (Experience of the police)","Female",7,NA,1,1,1,"35-44",1,"Degree or diploma","Urban",NA,2,0.572859406471252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,2.76680040359497
"7748",136732180,"B (Attitudes to the CJS)","Female",6,NA,1,1,1,"45-54",1,"Degree or diploma","Urban",3,NA,1.19853341579437,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,3,3,3,NA
"7749",136136240,"D (Online security)","Female",3,NA,1,1,1,"45-54",1,"Degree or diploma","Urban",NA,1,0.982261300086975,11,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7750",136742120,"D (Online security)","Female",7,NA,2,1,6,"75+",1,"Other","Urban",5,NA,0.563271880149841,8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7751",136081110,"C (Crime preventing)","Female",6,1,1,2,4,"35-44",1,"Degree or diploma","Urban",4,NA,0.288101226091385,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.298398405313492,0,4,4,4,NA
"7752",136788040,"D (Online security)","Female",5,NA,2,1,1,"65-74",2,"O level/GCSE","Rural",4,NA,0.776537239551544,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,3,3,NA
"7753",136548250,"A (Experience of the police)","Male",1,2,1,5,3,"16-24",1,"Apprenticeship or A/AS level","Urban",4,NA,2.23179888725281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,0.012643457390368
"7754",147560090,"A (Experience of the police)","Male",7,2,1,4,3,"45-54",1,"O level/GCSE","Urban",1,NA,0.273009359836578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,-1.21526670455933
"7755",136490160,"D (Online security)","Female",7,NA,1,1,1,"65-74",1,"O level/GCSE","Urban",5,NA,0.50806200504303,2,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7756",136217100,"B (Attitudes to the CJS)","Female",4,NA,2,4,6,"75+",1,"None","Urban",1,NA,0.347562968730927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7757",136098120,"D (Online security)","Female",6,NA,1,1,1,"45-54",1,"Degree or diploma","Rural",4,NA,1.02337336540222,4,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7758",137012270,"C (Crime preventing)","Female",7,NA,1,1,6,"65-74",1,"Degree or diploma","Urban",3,NA,0.498096376657486,NA,NA,NA,NA,"Not very worried","Fairly Worried",NA,NA,"Not at all worried","Fairly Worried","Not very worried",0.391381323337555,0,3,3,3,NA
"7759",136761200,"D (Online security)","Female",5,NA,1,2,3,"35-44",1,"Apprenticeship or A/AS level","Urban",5,NA,0.646339535713196,7,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"7760",147429200,"D (Online security)","Female",6,NA,1,2,2,"35-44",1,"Degree or diploma","Urban",1,NA,0.607908844947815,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"7761",136063140,"B (Attitudes to the CJS)","Female",5,NA,2,4,6,"75+",1,"O level/GCSE","Urban",1,NA,0.351868271827698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7762",136103170,"A (Experience of the police)","Female",3,NA,2,2,1,"25-34",1,"Degree or diploma","Rural",4,NA,0.812867522239685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.500811278820038
"7763",137146060,"B (Attitudes to the CJS)","Female",5,NA,1,2,1,"45-54",1,"Degree or diploma","Rural",5,NA,0.708272218704224,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"7764",136866100,"B (Attitudes to the CJS)","Male",1,2,1,4,2,"16-24",1,"Apprenticeship or A/AS level","Rural",4,NA,0.764420032501221,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"7765",136214260,"B (Attitudes to the CJS)","Male",5,NA,1,4,1,"35-44",1,"Apprenticeship or A/AS level","Urban",2,NA,1.9947304725647,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,0,2,3,3,NA
"7766",136666270,"C (Crime preventing)","Male",7,NA,2,1,1,"55-64",1,"Degree or diploma","Urban",5,NA,1.01193416118622,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,1,4,4,4,NA
"7767",136081120,"D (Online security)","Male",6,NA,2,1,2,"55-64",4,"None","Urban",4,NA,0.837063193321228,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,NA
"7768",147284200,"D (Online security)","Male",4,NA,1,1,3,"45-54",1,"None","Urban",2,NA,0.643472731113434,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,NA
"7769",136737240,"D (Online security)","Female",7,NA,2,1,6,"75+",1,"Apprenticeship or A/AS level","Urban",5,NA,0.513764023780823,8,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,NA
"7770",136750210,"A (Experience of the police)","Male",5,NA,2,5,3,"16-24",1,"O level/GCSE","Urban",1,NA,2.48976135253906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,1.95666265487671
"7771",136808010,"A (Experience of the police)","Male",5,NA,1,2,1,"35-44",1,"Apprenticeship or A/AS level","Urban",5,NA,0.723486602306366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.478257030248642
"7772",136132010,"A (Experience of the police)","Female",5,NA,2,1,1,"55-64",1,"Apprenticeship or A/AS level","Urban",NA,3,0.771510899066925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.488288074731827
"7773",136015050,"A (Experience of the police)","Female",6,NA,2,4,3,"55-64",4,"Degree or diploma","Urban",1,NA,0.567455291748047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,2.46846389770508
"7774",137067030,"C (Crime preventing)","Female",7,NA,2,1,1,"55-64",1,"Degree or diploma","Rural",4,NA,0.700023829936981,NA,NA,NA,NA,"Fairly Worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.875262022018433,0,4,4,4,NA
"7775",137109100,"B (Attitudes to the CJS)","Female",6,NA,1,2,6,"45-54",1,"Degree or diploma","Urban",2,NA,0.624302268028259,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,3,3,3,NA
"7776",136926100,"B (Attitudes to the CJS)","Female",7,NA,2,1,6,"75+",1,"None","Urban",2,NA,0.374581962823868,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"7777",136655270,"C (Crime preventing)","Male",6,NA,2,1,1,"65-74",1,"Degree or diploma","Urban",5,NA,0.584215819835663,NA,NA,NA,NA,"Not very worried","Fairly Worried",NA,NA,"Not very worried","Fairly Worried","Not very worried",0.659446716308594,0,4,4,4,NA
"7778",137059050,"A (Experience of the police)","Male",4,NA,1,2,1,"25-34",1,"Degree or diploma","Urban",4,NA,0.856970489025116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,0.478257030248642
"7779",137014110,"C (Crime preventing)","Male",6,NA,1,2,5,"45-54",1,"None","Urban",5,NA,0.259297221899033,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,0,3,3,3,NA
"7780",147583270,"C (Crime preventing)","Female",7,NA,1,2,1,"35-44",1,"O level/GCSE","Urban",5,NA,0.558589994907379,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,0,4,4,4,NA
"7781",136829160,"D (Online security)","Male",6,NA,1,2,1,"45-54",3,"Apprenticeship or A/AS level","Urban",4,NA,1.24822402000427,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,4,NA
"7782",136480210,"A (Experience of the police)","Female",7,NA,1,1,5,"65-74",1,"None","Urban",2,NA,0.276324898004532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7783",136620040,"D (Online security)","Female",3,NA,2,4,6,"75+",1,"Apprenticeship or A/AS level","Urban",3,NA,0.592213928699493,9,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7784",136422090,"A (Experience of the police)","Female",4,NA,1,4,1,"25-34",1,"Degree or diploma","Urban",2,NA,1.31638324260712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,1.50733256340027
"7785",136809300,"B (Attitudes to the CJS)","Female",5,NA,2,1,1,"55-64",1,"Degree or diploma","Rural",5,NA,0.575003027915955,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"7786",147408030,"C (Crime preventing)","Male",7,NA,1,2,4,"45-54",1,"Degree or diploma","Urban",2,NA,0.791758835315704,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not at all worried","Fairly Worried","Not at all worried",0.0516369082033634,0,4,4,2,NA
"7787",135441510,"C (Crime preventing)","Female",7,NA,1,2,1,"45-54",1,"O level/GCSE","Urban",1,NA,1.16076350212097,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,1,2,3,2,NA
"7788",135443160,"D (Online security)","Male",6,NA,1,2,3,"35-44",1,"Degree or diploma","Urban",5,NA,0.429848402738571,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,NA
"7789",136724150,"C (Crime preventing)","Female",5,NA,1,2,1,"35-44",1,"O level/GCSE","Urban",2,NA,1.20889568328857,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.502788186073303,1,3,4,3,NA
"7790",136836100,"B (Attitudes to the CJS)","Female",2,1,2,4,3,"25-34",4,"O level/GCSE","Urban",1,NA,0.662864327430725,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,3,3,NA
"7791",136627170,"A (Experience of the police)","Female",7,NA,2,1,6,"75+",1,"Degree or diploma","Urban",4,NA,0.337771773338318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7792",136556220,"B (Attitudes to the CJS)","Male",6,NA,1,4,1,"35-44",3,"O level/GCSE","Urban",1,NA,1.57428157329559,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,3,2,3,NA
"7793",136766120,"D (Online security)","Male",7,NA,2,1,3,"65-74",1,"None","Urban",5,NA,0.593353569507599,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,NA
"7794",137185280,"D (Online security)","Female",7,NA,1,2,1,"45-54",1,"O level/GCSE","Rural",4,NA,1.33851170539856,4,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7795",136163050,"A (Experience of the police)","Male",5,NA,1,4,1,"35-44",5,"None","Urban",1,NA,1.24442172050476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.508492052555084
"7796",147561070,"C (Crime preventing)","Female",7,NA,2,1,4,"55-64",1,"None","Rural",1,NA,0.5540691614151,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,0,3,3,3,NA
"7797",136544050,"A (Experience of the police)","Female",5,NA,1,2,1,"25-34",1,"Degree or diploma","Urban",NA,5,1.07619857788086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.0463824979960918
"7798",136208050,"A (Experience of the police)","Female",5,NA,2,4,2,"16-24",1,"O level/GCSE","Rural",2,NA,0.681578993797302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,2,0.494709372520447
"7799",136065030,"C (Crime preventing)","Female",5,NA,1,2,1,"35-44",1,"O level/GCSE","Urban",5,NA,1.03628778457642,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,0,3,4,3,NA
"7800",136375320,"D (Online security)","Female",3,NA,1,4,3,"45-54",1,"O level/GCSE","Urban",5,NA,0.403447538614273,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7801",136395070,"C (Crime preventing)","Female",6,NA,2,1,1,"45-54",1,"Degree or diploma","Urban",3,NA,1.02739703655243,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Fairly Worried","Not very worried","Not at all worried",0.278557032346725,0,4,4,4,NA
"7802",136209220,"B (Attitudes to the CJS)","Female",6,NA,2,1,1,"55-64",1,"None","Rural",4,NA,0.542159676551819,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,4,4,4,NA
"7803",136967040,"D (Online security)","Male",5,NA,2,4,3,"35-44",1,"O level/GCSE","Urban",2,NA,0.684689879417419,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"7804",147616310,"C (Crime preventing)","Male",2,1,1,2,1,"35-44",3,"Degree or diploma","Urban",5,NA,1.1287088394165,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.566784560680389,0,3,3,3,NA
"7805",136708180,"B (Attitudes to the CJS)","Male",7,1,2,1,1,"65-74",1,"Degree or diploma","Urban",2,NA,1.19506084918976,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,0,2,3,3,NA
"7806",136191140,"B (Attitudes to the CJS)","Male",7,NA,1,1,1,"75+",1,"None","Urban",2,NA,0.95387077331543,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,3,4,4,NA
"7807",136999310,"C (Crime preventing)","Male",7,NA,2,1,5,"45-54",1,"Degree or diploma","Rural",5,NA,0.73636132478714,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,0,4,4,4,NA
"7808",136565150,"C (Crime preventing)","Female",7,2,1,4,3,"25-34",1,"O level/GCSE","Urban",3,NA,0.634800732135773,NA,NA,NA,NA,"Fairly Worried","Fairly Worried",NA,NA,"Not very worried","Fairly Worried","Not Applicable",NA,0,2,3,3,NA
"7809",136750040,"D (Online security)","Female",7,NA,2,2,2,"25-34",1,"O level/GCSE","Rural",1,NA,1.48003745079041,7,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,NA
"7810",136349240,"D (Online security)","Female",1,2,1,2,2,"25-34",1,"Apprenticeship or A/AS level","Urban",2,NA,1.38149690628052,7,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"7811",136170140,"B (Attitudes to the CJS)","Female",7,NA,2,1,6,"75+",1,"None","Urban",1,NA,0.681496500968933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"7812",137038260,"B (Attitudes to the CJS)","Male",1,2,2,4,3,"25-34",5,"Degree or diploma","Urban",3,NA,3.66297745704651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,NA
"7813",136120010,"A (Experience of the police)","Male",4,NA,1,2,1,"25-34",1,"Degree or diploma","Urban",4,NA,1.26574110984802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,-1.21526670455933
"7814",135518200,"D (Online security)","Female",6,NA,1,2,5,"45-54",1,"Degree or diploma","Urban",3,NA,0.63902336359024,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"7815",136185120,"D (Online security)","Male",7,NA,1,2,3,"45-54",5,"Degree or diploma","Urban",4,NA,0.669670820236206,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"7816",136987260,"B (Attitudes to the CJS)","Male",6,NA,1,2,3,"16-24",1,"Apprenticeship or A/AS level","Urban",5,NA,3.1702733039856,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,3,3,3,NA
"7817",136979030,"C (Crime preventing)","Female",5,2,2,4,2,"35-44",1,"O level/GCSE","Urban",4,NA,0.620670020580292,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,0,4,4,4,NA
"7818",136327050,"A (Experience of the police)","Female",7,NA,2,1,2,"75+",1,"Degree or diploma","Urban",2,NA,0.992230176925659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"7819",136360220,"B (Attitudes to the CJS)","Male",2,1,1,4,3,"45-54",1,"Degree or diploma","Urban",5,NA,0.580986380577087,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,4,4,4,NA
"7820",136030200,"D (Online security)","Male",6,NA,2,1,3,"45-54",1,"O level/GCSE","Rural",4,NA,2.03902864456177,9,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7821",147363380,"B (Attitudes to the CJS)","Female",7,NA,1,2,1,"35-44",1,"Degree or diploma","Urban",NA,5,0.551039457321167,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,4,4,4,NA
"7822",147547060,"B (Attitudes to the CJS)","Female",6,NA,1,1,5,"45-54",1,"Apprenticeship or A/AS level","Rural",4,NA,0.59268194437027,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,0,4,4,4,NA
"7823",136420200,"D (Online security)","Female",7,NA,2,4,4,"55-64",4,"None","Urban",3,NA,0.54553633928299,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"7824",136648180,"B (Attitudes to the CJS)","Female",6,NA,1,2,1,"45-54",1,"Degree or diploma","Urban",5,NA,0.726670563220978,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"7825",147589150,"C (Crime preventing)","Female",7,NA,1,1,1,"55-64",1,"None","Rural",3,NA,1.15448617935181,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not Applicable",NA,0,4,4,3,NA
"7826",136481150,"C (Crime preventing)","Female",7,NA,2,4,3,"16-24",1,"Degree or diploma","Urban",4,NA,1.17415678501129,NA,NA,NA,NA,"Not very worried","Fairly Worried",NA,NA,"Not very worried","Fairly Worried","Not very worried",0.659446716308594,1,3,3,3,NA
"7827",147543060,"B (Attitudes to the CJS)","Female",7,NA,2,1,1,"55-64",1,"O level/GCSE","Urban",5,NA,1.1475316286087,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,3,4,4,NA
"7828",147539250,"A (Experience of the police)","Female",7,2,1,4,2,"16-24",2,"Degree or diploma","Urban",1,NA,1.61397850513458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,1.78338646888733
"7829",136175070,"C (Crime preventing)","Female",7,NA,2,1,1,"75+",1,"None","Rural",1,NA,1.52889680862427,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.08006429672241,0,4,4,4,NA
"7830",136782210,"A (Experience of the police)","Male",7,NA,1,1,1,"65-74",1,"Apprenticeship or A/AS level","Urban",5,NA,1.50441551208496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,1.04171895980835
"7831",147301210,"A (Experience of the police)","Female",7,NA,1,5,3,"35-44",1,"Degree or diploma","Urban",1,NA,0.724189221858978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,3,0.253548264503479
"7832",136522020,"B (Attitudes to the CJS)","Male",3,NA,2,4,1,"55-64",1,"O level/GCSE","Urban",3,NA,1.38983917236328,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,1,2,4,2,NA
"7833",136527020,"B (Attitudes to the CJS)","Female",7,NA,2,1,5,"65-74",1,"O level/GCSE","Rural",3,NA,0.337506800889969,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,3,3,NA
"7834",147407330,"A (Experience of the police)","Male",7,NA,1,2,1,"45-54",1,"Apprenticeship or A/AS level","Urban",4,NA,1.43268036842346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.443195402622223
"7835",136520120,"D (Online security)","Female",6,NA,1,2,5,"45-54",1,"O level/GCSE","Rural",5,NA,0.358722805976868,4,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"7836",137008320,"D (Online security)","Female",2,1,1,4,1,"25-34",1,"Degree or diploma","Urban",5,NA,1.25862431526184,6,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"7837",147256020,"B (Attitudes to the CJS)","Female",7,NA,1,2,1,"35-44",1,"Degree or diploma","Urban",5,NA,1.2427384853363,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"7838",136631160,"D (Online security)","Female",7,NA,2,4,1,"75+",1,"None","Rural",4,NA,1.41858971118927,8,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"7839",147492260,"B (Attitudes to the CJS)","Male",7,NA,2,1,1,"65-74",1,"Apprenticeship or A/AS level","Urban",4,NA,0.611739575862885,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,4,4,4,NA
